LOCATION;"Country";"INDICATOR";"Indicator";"MEASURE";"Measure";"INEQUALITY";"Inequality";"Unit Code";"Unit";"PowerCode Code";"PowerCode";"Reference Period Code";"Reference Period";"Value";"Flag Codes";"Flags"
HUN;"Hungary";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;76;;
ISL;"Iceland";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;97;;
IRL;"Ireland";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;82;;
ITA;"Italy";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;70;;
JPN;"Japan";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;87;;
KOR;"Korea";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;78;;
LUX;"Luxembourg";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;85;;
MEX;"Mexico";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;68;;
NLD;"Netherlands";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;94;;
NZL;"New Zealand";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;92;;
NOR;"Norway";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;97;;
POL;"Poland";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;80;;
PRT;"Portugal";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;89;;
SVK;"Slovak Republic";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;81;;
ESP;"Spain";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;71;;
SWE;"Sweden";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;95;;
CHE;"Switzerland";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;97;;
TUR;"Turkey";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;63;;
GBR;"United Kingdom";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;87;;
USA;"United States";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;84;;
BRA;"Brazil";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;73;;
CHL;"Chile";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;71;;
EST;"Estonia";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;84;;
ISR;"Israel";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;65;;
RUS;"Russia";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;49;;
SVN;"Slovenia";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;91;;
OECD;"OECD - Total";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;81;;
AUS;"Australia";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;94;;
AUT;"Austria";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;92;;
BEL;"Belgium";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;84;;
CAN;"Canada";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;92;;
CZE;"Czech Republic";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;89;;
DNK;"Denmark";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;97;;
FIN;"Finland";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;94;;
FRA;"France";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;80;;
DEU;"Germany";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;95;;
GRC;"Greece";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;72;;
HUN;"Hungary";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;76;;
ISL;"Iceland";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;97;;
IRL;"Ireland";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;81;;
ITA;"Italy";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;73;;
JPN;"Japan";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;89;;
KOR;"Korea";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;77;;
LUX;"Luxembourg";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;88;;
MEX;"Mexico";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;65;;
NLD;"Netherlands";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;93;;
NZL;"New Zealand";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;93;;
NOR;"Norway";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;98;;
POL;"Poland";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;84;;
PRT;"Portugal";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;87;;
SVK;"Slovak Republic";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;80;;
ESP;"Spain";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;70;;
SWE;"Sweden";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;96;;
CHE;"Switzerland";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;96;;
TUR;"Turkey";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;63;;
GBR;"United Kingdom";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;88;;
USA;"United States";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;86;;
BRA;"Brazil";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;79;;
CHL;"Chile";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;71;;
EST;"Estonia";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;86;;
ISR;"Israel";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;65;;
RUS;"Russia";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;49;;
SVN;"Slovenia";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;92;;
OECD;"OECD - Total";"EQ_WATER";"Water quality";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;82;;
AUS;"Australia";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;95;;
AUT;"Austria";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;94;;
BEL;"Belgium";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;82;;
CAN;"Canada";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;88;;
CZE;"Czech Republic";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;86;;
DNK;"Denmark";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;94;;
FIN;"Finland";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;93;;
FRA;"France";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;86;;
DEU;"Germany";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;93;;
GRC;"Greece";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;66;;
HUN;"Hungary";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;75;;
ISL;"Iceland";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;98;;
IRL;"Ireland";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;83;;
ITA;"Italy";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;67;;
JPN;"Japan";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;85;;
KOR;"Korea";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;78;;
LUX;"Luxembourg";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;82;;
MEX;"Mexico";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;71;;
NLD;"Netherlands";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;94;;
NZL;"New Zealand";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;90;;
NOR;"Norway";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;97;;
POL;"Poland";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;76;;
PRT;"Portugal";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;90;;
SVK;"Slovak Republic";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;82;;
ESP;"Spain";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;72;;
SWE;"Sweden";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;95;;
CHE;"Switzerland";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;98;;
TUR;"Turkey";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;62;;
GBR;"United Kingdom";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;86;;
USA;"United States";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;82;;
BRA;"Brazil";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;67;;
CHL;"Chile";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;72;;
EST;"Estonia";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;84;;
ISR;"Israel";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;65;;
RUS;"Russia";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;49;;
SVN;"Slovenia";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;90;;
OECD;"OECD - Total";"EQ_WATER";"Water quality";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;80;;
AUS;"Australia";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;93;;
AUT;"Austria";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;75;;
BEL;"Belgium";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;89;;
CAN;"Canada";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;68;;
CZE;"Czech Republic";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;59;;
DNK;"Denmark";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;86;;
FIN;"Finland";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;69;;
FRA;"France";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;80;;
DEU;"Germany";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;72;;
GRC;"Greece";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;64;;
HUN;"Hungary";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;62;;
ISL;"Iceland";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;81;;
IRL;"Ireland";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;70;;
ITA;"Italy";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;75;;
JPN;"Japan";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;53;;
KOR;"Korea";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;76;;
LUX;"Luxembourg";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;91;;
MEX;"Mexico";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;63;;
NLD;"Netherlands";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;75;;
NZL;"New Zealand";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;77;;
NOR;"Norway";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;78;;
POL;"Poland";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;55;;
PRT;"Portugal";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;56;;
SVK;"Slovak Republic";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;59;;
ESP;"Spain";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;73;;
SWE;"Sweden";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;86;;
CHE;"Switzerland";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;48;;
TUR;"Turkey";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;85;;
GBR;"United Kingdom";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;66;;
USA;"United States";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;67;;
BRA;"Brazil";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;79;;
CHL;"Chile";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;49;;
EST;"Estonia";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;64;;
ISR;"Israel";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;72;;
RUS;"Russia";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;65;;
SVN;"Slovenia";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;52;;
OECD;"OECD - Total";"CG_VOTO";"Voter turnout";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;68;;
AUS;"Australia";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;93;"E";"Estimated value"
AUT;"Austria";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;75;"E";"Estimated value"
BEL;"Belgium";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;91;"E";"Estimated value"
CAN;"Canada";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;"E";"Estimated value"
CZE;"Czech Republic";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;59;"E";"Estimated value"
DNK;"Denmark";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;86;"E";"Estimated value"
FIN;"Finland";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;70;"E";"Estimated value"
FRA;"France";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;79;"E";"Estimated value"
DEU;"Germany";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;74;"E";"Estimated value"
GRC;"Greece";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;63;"E";"Estimated value"
HUN;"Hungary";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;63;"E";"Estimated value"
ISL;"Iceland";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;82;"E";"Estimated value"
IRL;"Ireland";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;70;"E";"Estimated value"
ITA;"Italy";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;77;"E";"Estimated value"
JPN;"Japan";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;53;"E";"Estimated value"
KOR;"Korea";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;78;"E";"Estimated value"
LUX;"Luxembourg";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;92;"E";"Estimated value"
MEX;"Mexico";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;63;"E";"Estimated value"
NLD;"Netherlands";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;73;"E";"Estimated value"
NZL;"New Zealand";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;79;"E";"Estimated value"
NOR;"Norway";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;78;"E";"Estimated value"
POL;"Poland";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;57;"E";"Estimated value"
PRT;"Portugal";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;56;"E";"Estimated value"
SVK;"Slovak Republic";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;59;"E";"Estimated value"
ESP;"Spain";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;74;"E";"Estimated value"
SWE;"Sweden";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;84;"E";"Estimated value"
CHE;"Switzerland";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;51;"E";"Estimated value"
TUR;"Turkey";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;85;"E";"Estimated value"
GBR;"United Kingdom";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;63;"E";"Estimated value"
USA;"United States";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;66;"E";"Estimated value"
BRA;"Brazil";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;79;"E";"Estimated value"
CHL;"Chile";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;49;"E";"Estimated value"
EST;"Estonia";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;61;"E";"Estimated value"
ISR;"Israel";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;71;"E";"Estimated value"
RUS;"Russia";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;61;"E";"Estimated value"
SVN;"Slovenia";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;52;"E";"Estimated value"
OECD;"OECD - Total";"CG_VOTO";"Voter turnout";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;"E";"Estimated value"
AUS;"Australia";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;94;"E";"Estimated value"
AUT;"Austria";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;74;"E";"Estimated value"
BEL;"Belgium";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;88;"E";"Estimated value"
CAN;"Canada";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;69;"E";"Estimated value"
CZE;"Czech Republic";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;60;"E";"Estimated value"
DNK;"Denmark";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;86;"E";"Estimated value"
FIN;"Finland";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;68;"E";"Estimated value"
FRA;"France";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;81;"E";"Estimated value"
DEU;"Germany";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;69;"E";"Estimated value"
GRC;"Greece";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;64;"E";"Estimated value"
HUN;"Hungary";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;61;"E";"Estimated value"
ISL;"Iceland";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;80;"E";"Estimated value"
IRL;"Ireland";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;70;"E";"Estimated value"
ITA;"Italy";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;73;"E";"Estimated value"
JPN;"Japan";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;52;"E";"Estimated value"
KOR;"Korea";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;74;"E";"Estimated value"
LUX;"Luxembourg";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;91;"E";"Estimated value"
MEX;"Mexico";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;63;"E";"Estimated value"
NLD;"Netherlands";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;76;"E";"Estimated value"
NZL;"New Zealand";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;77;"E";"Estimated value"
NOR;"Norway";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;78;"E";"Estimated value"
POL;"Poland";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;54;"E";"Estimated value"
PRT;"Portugal";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;55;"E";"Estimated value"
SVK;"Slovak Republic";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;59;"E";"Estimated value"
ESP;"Spain";"CG_VOTO";"Voter turnout";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;73;"E";"Estimated value"
